symbol,condition,window_h,n_occurrences,win_rate,baseline_wr,edge_vs_base,avg_return,median_return,edge_score
DOGEUSDT,price_above_ema21,24,410,0.3488,0.423,-0.0742,-0.0085,-0.0129,0.0
DOGEUSDT,price_above_ema21,12,410,0.3854,0.432,-0.0466,-0.0025,-0.0045,0.0
DOGEUSDT,price_above_ema21,4,410,0.4634,0.471,-0.0076,0.0005,-0.0005,0.0
LDOUSDT,oversold_high_volume,1,46,0.3913,0.472,-0.0807,-0.0008,-0.0012,0.0
LDOUSDT,ranging_bb_lower,24,46,0.3478,0.493,-0.1452,-0.0068,-0.015,0.0
LDOUSDT,strong_mom_up,24,102,0.3431,0.493,-0.1499,-0.0129,-0.0127,0.0
LDOUSDT,strong_mom_up,12,102,0.3529,0.477,-0.1241,-0.0075,-0.0092,0.0
LDOUSDT,strong_mom_up,4,102,0.3725,0.478,-0.1055,-0.0018,-0.0042,0.0
LDOUSDT,strong_mom_up,1,102,0.451,0.472,-0.021,-0.0001,-0.0008,0.0
LDOUSDT,small_candle,24,249,0.4618,0.493,-0.0312,-0.0017,-0.002,0.0
LDOUSDT,small_candle,12,249,0.4498,0.477,-0.0272,-0.0018,-0.0047,0.0
LDOUSDT,small_candle,4,249,0.4618,0.478,-0.0162,-0.0002,-0.0006,0.0
LDOUSDT,small_candle,1,249,0.4458,0.472,-0.0262,0.0001,-0.0007,0.0
UNIUSDT,low_volume,24,440,0.425,0.453,-0.028,-0.004,-0.0036,0.0
UNIUSDT,low_volume,12,440,0.4114,0.457,-0.0456,-0.0044,-0.0047,0.0
LDOUSDT,red_candle,24,506,0.4921,0.493,-0.0009,-0.0001,0.0003,0.0
UNIUSDT,low_volume,4,440,0.4477,0.466,-0.0183,-0.0014,-0.001,0.0
LDOUSDT,red_candle,4,506,0.4664,0.478,-0.0116,-0.0003,-0.0006,0.0
LDOUSDT,red_candle,1,506,0.4664,0.472,-0.0056,-0.0001,-0.0003,0.0
BTCUSDT,bb_lower_high_volume,1,72,0.4722,0.494,-0.0218,-0.0005,-0.0007,0.0
BTCUSDT,oversold_high_volume,24,47,0.4468,0.466,-0.0192,-0.0021,-0.0057,0.0
UNIUSDT,low_volume,1,440,0.475,0.479,-0.004,-0.0001,-0.0003,0.0
BTCUSDT,oversold_high_volume,4,47,0.4681,0.485,-0.0169,-0.0015,-0.0011,0.0
BTCUSDT,oversold_high_volume,1,47,0.4681,0.494,-0.0259,-0.0012,-0.0008,0.0
LDOUSDT,green_candle,24,471,0.4926,0.493,-0.0004,-0.0011,0.0003,0.0
LDOUSDT,green_candle,12,471,0.4713,0.477,-0.0057,0.0001,-0.0018,0.0
LDOUSDT,bb_upper_high_volume,12,56,0.4107,0.477,-0.0663,-0.0036,-0.0037,0.0
UNIUSDT,very_high_volume,1,97,0.4742,0.479,-0.0048,0.0008,-0.0002,0.0
LDOUSDT,bb_lower_high_volume,24,57,0.4211,0.493,-0.0719,0.005,-0.0046,0.0
LDOUSDT,bb_lower_high_volume,12,57,0.4561,0.477,-0.0209,0.0023,-0.001,0.0
LDOUSDT,bb_lower_high_volume,4,57,0.4211,0.478,-0.0569,-0.0014,-0.0054,0.0
LDOUSDT,bb_lower_high_volume,1,57,0.386,0.472,-0.086,-0.0012,-0.001,0.0
LDOUSDT,oversold_high_volume,24,46,0.413,0.493,-0.08,0.008,-0.0089,0.0
LDOUSDT,oversold_high_volume,12,46,0.4565,0.477,-0.0205,0.0029,-0.0009,0.0
ETHUSDT,oversold_high_volume,12,54,0.3889,0.471,-0.0821,-0.0018,-0.0028,0.0
SOLUSDT,strong_mom_up,12,109,0.4037,0.433,-0.0293,-0.0004,-0.009,0.0
SOLUSDT,strong_mom_up,4,109,0.4679,0.482,-0.0141,-0.0001,-0.003,0.0
SOLUSDT,strong_mom_up,1,109,0.4404,0.472,-0.0316,-0.0001,-0.0009,0.0
LDOUSDT,squeeze_breakout_down,4,42,0.4524,0.478,-0.0256,-0.001,-0.0003,0.0
CRVUSDT,rsi_below_40,12,293,0.4096,0.432,-0.0224,-0.0013,-0.0048,0.0
CRVUSDT,rsi_below_40,4,293,0.4334,0.464,-0.0306,-0.0015,-0.0008,0.0
CRVUSDT,rsi_below_40,1,293,0.4437,0.467,-0.0233,-0.0006,-0.0005,0.0
CRVUSDT,rsi_below_35,12,187,0.4225,0.432,-0.0095,0.0003,-0.0026,0.0
ETHUSDT,oversold_high_volume,4,54,0.463,0.499,-0.036,-0.0021,-0.0005,0.0
ETHUSDT,oversold_high_volume,1,54,0.4444,0.487,-0.0426,-0.0015,-0.0007,0.0
LDOUSDT,ranging_bb_lower,12,46,0.4348,0.477,-0.0422,-0.0037,-0.0081,0.0
LDOUSDT,ranging_bb_lower,4,46,0.4565,0.478,-0.0215,-0.0035,-0.0039,0.0
LDOUSDT,ranging_bb_lower,1,46,0.4565,0.472,-0.0155,-0.0012,-0.0008,0.0
BTCUSDT,bb_upper_high_volume,24,50,0.46,0.466,-0.006,0.0024,-0.0023,0.0
XRPUSDT,bb_lower_high_volume,1,67,0.4328,0.475,-0.0422,-0.001,-0.0004,0.0
UNIUSDT,price_below_ema21,1,543,0.4696,0.479,-0.0094,-0.0004,-0.0003,0.0
LDOUSDT,trend_down_oversold,24,148,0.4662,0.493,-0.0268,0.0031,-0.0025,0.0
LDOUSDT,trend_down_oversold,12,148,0.4392,0.477,-0.0378,0.0005,-0.0033,0.0
LDOUSDT,trend_down_oversold,1,148,0.4392,0.472,-0.0328,-0.0003,-0.0005,0.0
LDOUSDT,momentum_continuation_up,12,41,0.3659,0.477,-0.1111,-0.0057,-0.0055,0.0
LDOUSDT,squeeze_breakout_down,24,42,0.4524,0.493,-0.0406,-0.0022,-0.0017,0.0
DOGEUSDT,trend_up,24,312,0.2821,0.423,-0.1409,-0.0141,-0.0194,0.0
SOLUSDT,momentum_12h_pos,24,183,0.3825,0.459,-0.0765,-0.0014,-0.0113,0.0
SOLUSDT,green_candle,1,472,0.447,0.472,-0.025,0.0002,-0.0006,0.0
UNIUSDT,price_above_ema21,24,456,0.4254,0.453,-0.0276,-0.0029,-0.0054,0.0
SOLUSDT,normal_volatility,12,886,0.4312,0.433,-0.0018,-0.0001,-0.0034,0.0
SOLUSDT,normal_volatility,4,886,0.4774,0.482,-0.0046,-0.0001,-0.0006,0.0
SOLUSDT,strong_mom_down,24,88,0.3977,0.459,-0.0613,0.0014,-0.0052,0.0
SOLUSDT,strong_mom_down,12,88,0.375,0.433,-0.058,-0.0019,-0.0035,0.0
UNIUSDT,trend_mixed,12,199,0.4523,0.457,-0.0047,0.0001,-0.0026,0.0
SOLUSDT,strong_mom_down,1,88,0.4659,0.472,-0.0061,0.0002,-0.0005,0.0
SOLUSDT,strong_mom_up,24,109,0.4128,0.459,-0.0462,-0.0035,-0.0069,0.0
CRVUSDT,rsi_above_60,4,193,0.4611,0.464,-0.0029,-0.0004,-0.0016,0.0
UNIUSDT,trend_mixed,4,199,0.4623,0.466,-0.0037,0.0002,-0.0011,0.0
CRVUSDT,rsi_below_30,24,92,0.3913,0.44,-0.0487,-0.0073,-0.0133,0.0
CRVUSDT,rsi_below_30,12,92,0.3804,0.432,-0.0516,-0.003,-0.0037,0.0
UNIUSDT,trend_mixed,1,199,0.4623,0.479,-0.0167,-0.0002,-0.0003,0.0
CRVUSDT,rsi_below_30,1,92,0.4565,0.467,-0.0105,0.0004,-0.0006,0.0
LDOUSDT,ranging_bb_upper,24,43,0.4884,0.493,-0.0046,0.0096,0.0017,0.0
LDOUSDT,ranging_bb_upper,12,43,0.3953,0.477,-0.0817,0.0017,-0.0034,0.0
LDOUSDT,ranging_bb_upper,4,43,0.4419,0.478,-0.0361,-0.0012,-0.0034,0.0
LDOUSDT,ranging_bb_upper,1,43,0.3953,0.472,-0.0767,-0.0006,-0.002,0.0
CRVUSDT,rsi_above_70,24,48,0.3958,0.44,-0.0442,-0.0058,-0.0291,0.0
CRVUSDT,rsi_above_70,12,48,0.3958,0.432,-0.0362,0.0102,-0.0062,0.0
CRVUSDT,rsi_above_70,4,48,0.4375,0.464,-0.0265,0.0021,-0.0025,0.0
LTCUSDT,rsi_above_65,4,92,0.4348,0.481,-0.0462,0.002,-0.0009,0.0
UNIUSDT,trend_down,12,397,0.4332,0.457,-0.0238,-0.0019,-0.0033,0.0
BNBUSDT,momentum_4h_neg,24,124,0.4355,0.439,-0.0035,0.0026,-0.0037,0.0
CRVUSDT,rsi_50_70,24,390,0.4051,0.44,-0.0349,-0.007,-0.0098,0.0
CRVUSDT,rsi_50_70,12,390,0.4179,0.432,-0.0141,-0.0039,-0.0057,0.0
CRVUSDT,rsi_50_70,4,390,0.4564,0.464,-0.0076,-0.0009,-0.0014,0.0
CRVUSDT,rsi_50_70,1,390,0.4513,0.467,-0.0157,0.0001,-0.0004,0.0
CRVUSDT,very_high_volume,4,77,0.4286,0.464,-0.0354,-0.0017,-0.0031,0.0
BNBUSDT,price_below_ema50,12,537,0.4358,0.444,-0.0082,-0.0012,-0.0016,0.0
BNBUSDT,price_below_ema50,4,537,0.4879,0.492,-0.0041,-0.0005,-0.0001,0.0
BNBUSDT,price_below_ema50,1,537,0.5028,0.505,-0.0022,-0.0001,0.0001,0.0
BNBUSDT,normal_volatility,4,888,0.4887,0.492,-0.0033,-0.0003,-0.0002,0.0
UNIUSDT,trend_down,4,397,0.466,0.466,-0.0,-0.0008,-0.0003,-0.0
CRVUSDT,rsi_above_65,24,104,0.3269,0.44,-0.1131,-0.0161,-0.0338,0.0
CRVUSDT,rsi_above_65,12,104,0.4135,0.432,-0.0185,0.001,-0.0032,0.0
CRVUSDT,rsi_above_65,4,104,0.4423,0.464,-0.0217,-0.0004,-0.002,0.0
CRVUSDT,rsi_above_65,1,104,0.4615,0.467,-0.0055,-0.0009,-0.0002,0.0
CRVUSDT,rsi_above_60,24,193,0.3627,0.44,-0.0773,-0.011,-0.0176,0.0
XRPUSDT,ranging_bb_lower,24,39,0.3846,0.419,-0.0344,-0.0119,-0.0109,0.0
UNIUSDT,price_below_ema50,12,525,0.4305,0.457,-0.0265,-0.0015,-0.0038,0.0
UNIUSDT,price_below_ema50,4,525,0.4495,0.466,-0.0165,-0.0007,-0.0006,0.0
CRVUSDT,trend_mixed,24,196,0.4082,0.44,-0.0318,0.0052,-0.0081,0.0
CRVUSDT,trend_mixed,12,196,0.4286,0.432,-0.0034,-0.0005,-0.002,0.0
CRVUSDT,trend_mixed,1,196,0.4337,0.467,-0.0333,-0.0004,-0.0008,0.0
UNIUSDT,price_above_ema50,24,474,0.4283,0.453,-0.0247,-0.0072,-0.0061,0.0
CRVUSDT,trend_up,24,309,0.3592,0.44,-0.0808,-0.0145,-0.0177,0.0
CRVUSDT,bb_mid,24,172,0.4302,0.44,-0.0098,-0.0086,-0.0065,0.0
CRVUSDT,bb_mid,12,172,0.407,0.432,-0.025,-0.0046,-0.0062,0.0
CRVUSDT,bb_mid,4,172,0.4535,0.464,-0.0105,-0.0009,-0.0012,0.0
CRVUSDT,bb_mid,1,172,0.4651,0.467,-0.0019,-0.0004,-0.0005,0.0
CRVUSDT,bb_near_upper,4,184,0.4511,0.464,-0.0129,0.0001,-0.0021,0.0
ETHUSDT,normal_volatility,1,872,0.4817,0.487,-0.0053,0.0001,-0.0002,0.0
CRVUSDT,bb_near_lower,12,248,0.4073,0.432,-0.0247,-0.0035,-0.0054,0.0
CRVUSDT,bb_near_lower,4,248,0.4556,0.464,-0.0084,-0.0017,-0.0005,0.0
CRVUSDT,bb_near_lower,1,248,0.4556,0.467,-0.0114,-0.0004,-0.0004,0.0
SOLUSDT,momentum_4h_neg,1,204,0.4363,0.472,-0.0357,-0.0007,-0.0006,0.0
CRVUSDT,price_above_ema50,24,405,0.3753,0.44,-0.0647,-0.0107,-0.0146,0.0
CRVUSDT,price_above_ema50,12,405,0.4099,0.432,-0.0221,-0.0034,-0.0049,0.0
CRVUSDT,price_above_ema50,4,405,0.4568,0.464,-0.0072,-0.0009,-0.0016,0.0
CRVUSDT,price_above_ema50,1,405,0.4667,0.467,-0.0003,-0.0002,-0.0004,0.0
ETHUSDT,low_volatility,24,63,0.4127,0.485,-0.0723,0.0035,-0.0088,0.0
ETHUSDT,low_volatility,12,63,0.381,0.471,-0.09,-0.0036,-0.0024,0.0
ETHUSDT,low_volatility,4,63,0.4762,0.499,-0.0228,-0.0017,-0.0003,0.0
CRVUSDT,price_above_ema21,24,437,0.4188,0.44,-0.0212,-0.0051,-0.0089,0.0
CRVUSDT,very_high_volume,1,77,0.4416,0.467,-0.0254,0.0001,-0.0004,0.0
CRVUSDT,high_volume,4,154,0.3896,0.464,-0.0744,-0.0028,-0.0043,0.0
CRVUSDT,high_volume,1,154,0.4351,0.467,-0.0319,-0.0004,-0.0006,0.0
CRVUSDT,bb_expansion,24,255,0.3686,0.44,-0.0714,-0.009,-0.0134,0.0
CRVUSDT,bb_expansion,12,255,0.3922,0.432,-0.0398,0.0001,-0.0058,0.0
CRVUSDT,bb_expansion,4,255,0.4078,0.464,-0.0562,-0.0,-0.0021,0.0
CRVUSDT,bb_expansion,1,255,0.4588,0.467,-0.0082,-0.0002,-0.0004,0.0
CRVUSDT,trend_up,4,309,0.4369,0.464,-0.0271,-0.0013,-0.0027,0.0
ETHUSDT,high_volatility,24,65,0.4462,0.485,-0.0388,-0.0003,-0.0025,0.0
CRVUSDT,low_volume,24,372,0.4194,0.44,-0.0206,-0.0035,-0.0059,0.0
ETHUSDT,oversold_high_volume,24,54,0.3889,0.485,-0.0961,-0.0065,-0.0149,0.0
UNIUSDT,momentum_12h_neg,4,210,0.4524,0.466,-0.0136,-0.0012,-0.0007,0.0
CRVUSDT,price_below_ema50,1,594,0.4663,0.467,-0.0007,-0.0001,0.0,0.0
SOLUSDT,momentum_12h_neg,24,195,0.4308,0.459,-0.0282,0.0009,-0.0051,0.0
SOLUSDT,momentum_12h_neg,12,195,0.4103,0.433,-0.0227,-0.0003,-0.0034,0.0
DOGEUSDT,bb_expansion,24,258,0.3372,0.423,-0.0858,-0.0077,-0.0121,0.0
DOGEUSDT,bb_expansion,12,258,0.3643,0.432,-0.0677,-0.0074,-0.0068,0.0
DOGEUSDT,bb_expansion,4,258,0.4535,0.471,-0.0175,-0.0012,-0.0015,0.0
UNIUSDT,momentum_12h_pos,24,180,0.3278,0.453,-0.1252,-0.0034,-0.0102,0.0
UNIUSDT,momentum_12h_pos,12,180,0.4167,0.457,-0.0403,0.0044,-0.0063,0.0
UNIUSDT,momentum_12h_pos,4,180,0.4,0.466,-0.066,0.0012,-0.0027,0.0
SOLUSDT,trend_down,1,393,0.4606,0.472,-0.0114,-0.0002,-0.0005,0.0
SOLUSDT,momentum_4h_neg,24,204,0.451,0.459,-0.008,0.0013,-0.0033,0.0
CRVUSDT,green_candle,1,470,0.4574,0.467,-0.0096,0.0,-0.0006,0.0
UNIUSDT,momentum_12h_pos,1,180,0.4444,0.479,-0.0346,0.0001,-0.001,0.0
CRVUSDT,price_above_ema21,12,437,0.4302,0.432,-0.0018,-0.0014,-0.0047,0.0
CRVUSDT,price_above_ema21,4,437,0.4577,0.464,-0.0063,-0.0003,-0.0016,0.0
CRVUSDT,price_above_ema21,1,437,0.4577,0.467,-0.0093,0.0002,-0.0004,0.0
CRVUSDT,momentum_12h_neg,12,275,0.3964,0.432,-0.0356,-0.0015,-0.0055,0.0
UNIUSDT,red_candle,12,506,0.4545,0.457,-0.0025,-0.0019,-0.0025,0.0
CRVUSDT,momentum_12h_neg,1,275,0.4364,0.467,-0.0306,-0.0003,-0.0009,0.0
CRVUSDT,momentum_12h_pos,24,232,0.4138,0.44,-0.0262,-0.0024,-0.0089,0.0
XRPUSDT,small_candle,24,243,0.4033,0.419,-0.0157,-0.0036,-0.0043,0.0
XRPUSDT,small_candle,12,243,0.3951,0.423,-0.0279,-0.0024,-0.0035,0.0
XRPUSDT,small_candle,4,243,0.4444,0.469,-0.0246,-0.0002,-0.0008,0.0
XRPUSDT,ranging_bb_upper,12,52,0.4038,0.423,-0.0192,-0.0005,-0.0032,0.0
XRPUSDT,ranging_bb_upper,1,52,0.3846,0.475,-0.0904,-0.0001,-0.0009,0.0
ADAUSDT,ranging_bb_upper,24,72,0.3194,0.402,-0.0826,0.0008,-0.011,0.0
CRVUSDT,trend_up,12,309,0.4045,0.432,-0.0275,-0.0044,-0.0055,0.0
UNIUSDT,high_volatility,24,60,0.2667,0.453,-0.1863,-0.0098,-0.0106,0.0
CRVUSDT,small_candle,24,234,0.4231,0.44,-0.0169,-0.0031,-0.0093,0.0
UNIUSDT,bb_lower_high_volume,24,50,0.44,0.453,-0.013,-0.0007,-0.0045,0.0
ADAUSDT,ranging_bb_upper,12,72,0.3056,0.41,-0.1044,0.0009,-0.0053,0.0
ADAUSDT,ranging_bb_lower,24,38,0.1579,0.402,-0.2441,-0.0207,-0.0287,0.0
ADAUSDT,ranging_bb_lower,12,38,0.3684,0.41,-0.0416,-0.0017,-0.0059,0.0
ADAUSDT,ranging_bb_lower,4,38,0.3684,0.44,-0.0716,-0.0042,-0.0036,0.0
LTCUSDT,rsi_above_65,24,92,0.3478,0.458,-0.1102,-0.0066,-0.0069,0.0
LTCUSDT,rsi_above_65,12,92,0.4348,0.462,-0.0272,0.0009,-0.0078,0.0
UNIUSDT,oversold_high_volume,24,35,0.4,0.453,-0.053,-0.0044,-0.0047,0.0
CRVUSDT,momentum_4h_pos,12,227,0.4317,0.432,-0.0003,-0.0008,-0.0048,0.0
CRVUSDT,momentum_4h_pos,4,227,0.4317,0.464,-0.0323,-0.0007,-0.0027,0.0
CRVUSDT,momentum_4h_pos,1,227,0.4537,0.467,-0.0133,0.0003,-0.0005,0.0
CRVUSDT,green_candle,24,470,0.4319,0.44,-0.0081,-0.0044,-0.0053,0.0
UNIUSDT,small_candle,24,231,0.4416,0.453,-0.0114,-0.002,-0.0038,0.0
UNIUSDT,small_candle,12,231,0.4113,0.457,-0.0457,-0.0028,-0.0057,0.0
CRVUSDT,bb_upper_high_volume,24,49,0.4286,0.44,-0.0114,-0.0109,-0.023,0.0
CRVUSDT,bb_upper_high_volume,12,49,0.3469,0.432,-0.0851,-0.0081,-0.0095,0.0
CRVUSDT,bb_upper_high_volume,4,49,0.2449,0.464,-0.2191,-0.0054,-0.0091,0.0
CRVUSDT,bb_upper_high_volume,1,49,0.4286,0.467,-0.0384,-0.0005,-0.0034,0.0
CRVUSDT,bb_lower_high_volume,4,55,0.4545,0.464,-0.0095,-0.0019,-0.0004,0.0
CRVUSDT,bb_lower_high_volume,1,55,0.4364,0.467,-0.0306,-0.0006,-0.0004,0.0
NEARUSDT,rsi_below_30,24,38,0.3158,0.43,-0.1142,-0.0043,-0.003,0.0
UNIUSDT,price_above_ema50,1,474,0.4768,0.479,-0.0022,0.0001,-0.0002,0.0
CRVUSDT,normal_volatility,4,958,0.4614,0.464,-0.0026,-0.0004,-0.0008,0.0
UNIUSDT,strong_mom_down,24,85,0.2706,0.453,-0.1824,-0.0098,-0.018,0.0
CRVUSDT,strong_mom_up,24,105,0.3333,0.44,-0.1067,-0.0137,-0.0195,0.0
CRVUSDT,strong_mom_up,12,105,0.3429,0.432,-0.0891,-0.0048,-0.0163,0.0
CRVUSDT,strong_mom_up,4,105,0.4095,0.464,-0.0545,-0.0014,-0.0037,0.0
CRVUSDT,strong_mom_up,1,105,0.3905,0.467,-0.0765,-0.0014,-0.002,0.0
UNIUSDT,strong_mom_up,24,69,0.2754,0.453,-0.1776,-0.0059,-0.0156,0.0
CRVUSDT,oversold_high_volume,4,37,0.4595,0.464,-0.0045,-0.0029,-0.0004,0.0
SOLUSDT,low_volume,1,385,0.4442,0.472,-0.0278,-0.0005,-0.0005,0.0
UNIUSDT,strong_mom_up,12,69,0.3623,0.457,-0.0947,0.0023,-0.0089,0.0
UNIUSDT,strong_mom_up,4,69,0.3768,0.466,-0.0892,0.0012,-0.0038,0.0
UNIUSDT,strong_mom_up,1,69,0.4203,0.479,-0.0587,0.0001,-0.0013,0.0
BTCUSDT,momentum_continuation_up,4,32,0.4375,0.485,-0.0475,0.0004,-0.0014,0.0
ADAUSDT,momentum_continuation_up,24,36,0.3611,0.402,-0.0409,-0.0101,-0.0197,0.0
ADAUSDT,momentum_continuation_up,12,36,0.3889,0.41,-0.0211,-0.0008,-0.0082,0.0
UNIUSDT,momentum_12h_neg,24,210,0.3476,0.453,-0.1054,-0.0069,-0.0094,0.0
ADAUSDT,squeeze_breakout_down,24,43,0.3721,0.402,-0.0299,-0.0105,-0.014,0.0
ADAUSDT,squeeze_breakout_down,4,43,0.3488,0.44,-0.0912,-0.0046,-0.0045,0.0
UNIUSDT,momentum_12h_neg,12,210,0.4,0.457,-0.057,-0.0036,-0.0045,0.0
CRVUSDT,red_candle,12,499,0.4248,0.432,-0.0072,-0.0016,-0.0036,0.0
CRVUSDT,red_candle,4,499,0.4609,0.464,-0.0031,-0.0007,-0.0008,0.0
CRVUSDT,squeeze_breakout_down,24,49,0.4082,0.44,-0.0318,-0.0043,-0.0081,0.0
UNIUSDT,momentum_continuation_up,1,33,0.4545,0.479,-0.0245,0.0019,0.0,0.0
UNIUSDT,squeeze_breakout_up,12,31,0.4194,0.457,-0.0376,0.0016,-0.0025,0.0
UNIUSDT,squeeze_breakout_up,4,31,0.2903,0.466,-0.1757,-0.0055,-0.0054,0.0
UNIUSDT,squeeze_breakout_up,1,31,0.3871,0.479,-0.0919,-0.0008,-0.0027,0.0
BTCUSDT,green_candle,24,494,0.4656,0.466,-0.0004,0.0001,-0.0013,0.0
BTCUSDT,green_candle,12,494,0.4575,0.466,-0.0085,0.0002,-0.0017,0.0
BTCUSDT,green_candle,4,494,0.4818,0.485,-0.0032,0.0005,-0.0004,0.0
BTCUSDT,green_candle,1,494,0.4676,0.494,-0.0264,0.0002,-0.0002,0.0
BTCUSDT,momentum_continuation_up,24,32,0.4062,0.466,-0.0598,-0.0014,-0.0025,0.0
UNIUSDT,bb_upper_high_volume,12,59,0.4407,0.457,-0.0163,0.0058,-0.0029,0.0
SOLUSDT,price_above_ema50,24,481,0.3805,0.459,-0.0785,-0.0085,-0.0118,0.0
SOLUSDT,price_above_ema50,12,481,0.4179,0.433,-0.0151,-0.0024,-0.0054,0.0
SOLUSDT,price_above_ema50,4,481,0.4657,0.482,-0.0163,-0.0003,-0.0011,0.0
SOLUSDT,price_above_ema50,1,481,0.4595,0.472,-0.0125,0.0001,-0.0003,0.0
UNIUSDT,bb_upper_high_volume,4,59,0.4068,0.466,-0.0592,0.0006,-0.0025,0.0
SOLUSDT,low_volume,24,385,0.3948,0.459,-0.0642,-0.0058,-0.0078,0.0
SOLUSDT,low_volume,12,385,0.3662,0.433,-0.0668,-0.0045,-0.0065,0.0
SOLUSDT,low_volume,4,385,0.426,0.482,-0.056,-0.0012,-0.0018,0.0
NEARUSDT,rsi_30_50,12,510,0.402,0.421,-0.019,-0.0007,-0.0046,0.0
NEARUSDT,rsi_30_50,4,510,0.4471,0.455,-0.0079,-0.0002,-0.0008,0.0
UNIUSDT,bb_upper_high_volume,1,59,0.4407,0.479,-0.0383,-0.0004,-0.0002,0.0
ADAUSDT,squeeze_breakout_up,12,33,0.3939,0.41,-0.0161,-0.0061,-0.0059,0.0
ADAUSDT,squeeze_breakout_up,4,33,0.3636,0.44,-0.0764,-0.0044,-0.0037,0.0
ADAUSDT,squeeze_breakout_up,1,33,0.3333,0.454,-0.1207,-0.0007,-0.0012,0.0
UNIUSDT,red_candle,4,506,0.4506,0.466,-0.0154,-0.0007,-0.0006,0.0
ADAUSDT,bb_upper_high_volume,12,67,0.3881,0.41,-0.0219,-0.0008,-0.0055,0.0
UNIUSDT,green_candle,24,475,0.4526,0.453,-0.0004,-0.0021,-0.0027,0.0
CRVUSDT,ranging_bb_upper,1,60,0.4167,0.467,-0.0503,0.0003,-0.0006,0.0
CRVUSDT,ranging_bb_lower,24,58,0.2586,0.44,-0.1814,-0.009,-0.0241,0.0
CRVUSDT,ranging_bb_lower,12,58,0.3621,0.432,-0.0699,-0.0085,-0.0134,0.0
CRVUSDT,ranging_bb_lower,4,58,0.431,0.464,-0.033,-0.0051,-0.0044,0.0
CRVUSDT,ranging_bb_lower,1,58,0.4483,0.467,-0.0187,-0.0014,-0.0012,0.0
UNIUSDT,green_candle,1,475,0.4484,0.479,-0.0306,0.0,-0.0006,0.0
UNIUSDT,normal_volatility,4,916,0.4607,0.466,-0.0053,-0.0003,-0.0008,0.0
ADAUSDT,low_volatility,12,34,0.2941,0.41,-0.1159,-0.009,-0.014,0.0
UNIUSDT,ranging_bb_lower,1,71,0.4648,0.479,-0.0142,-0.001,-0.0003,0.0
UNIUSDT,trend_down_oversold,24,147,0.3878,0.453,-0.0652,-0.005,-0.0045,0.0
NEARUSDT,rsi_above_65,24,107,0.3551,0.43,-0.0749,-0.0054,-0.0154,0.0
NEARUSDT,rsi_above_65,12,107,0.3178,0.421,-0.1032,-0.0012,-0.0161,0.0
NEARUSDT,rsi_above_65,4,107,0.4486,0.455,-0.0064,0.0034,-0.0008,0.0
NEARUSDT,rsi_above_60,24,183,0.4044,0.43,-0.0256,0.0028,-0.0077,0.0
NEARUSDT,rsi_above_60,12,183,0.3443,0.421,-0.0767,0.0049,-0.0094,0.0
NEARUSDT,rsi_above_60,4,183,0.4208,0.455,-0.0342,0.0021,-0.0017,0.0
UNIUSDT,trend_down_oversold,12,147,0.4218,0.457,-0.0352,-0.0022,-0.0039,0.0
XRPUSDT,bb_upper_high_volume,1,57,0.4211,0.475,-0.0539,-0.0001,-0.0014,0.0
NEARUSDT,bb_near_lower,24,213,0.4272,0.43,-0.0028,0.0035,-0.0033,0.0
NEARUSDT,bb_near_lower,12,213,0.4085,0.421,-0.0125,0.0001,-0.0031,0.0
NEARUSDT,rsi_50_70,4,382,0.4476,0.455,-0.0074,0.001,-0.0015,0.0
NEARUSDT,rsi_50_70,1,382,0.4398,0.463,-0.0232,0.0,-0.0008,0.0
NEARUSDT,rsi_30_50,24,510,0.4176,0.43,-0.0124,0.0042,-0.0073,0.0
NEARUSDT,bb_mid,1,168,0.4286,0.463,-0.0344,-0.001,-0.0015,0.0
NEARUSDT,bb_near_upper,12,183,0.4044,0.421,-0.0166,0.0087,-0.0058,0.0
NEARUSDT,low_volume,24,411,0.3917,0.43,-0.0383,0.0016,-0.0099,0.0
NEARUSDT,low_volume,12,411,0.399,0.421,-0.022,-0.0002,-0.0051,0.0
NEARUSDT,low_volume,4,411,0.4282,0.455,-0.0268,-0.001,-0.0015,0.0
NEARUSDT,rsi_30_50,1,510,0.4627,0.463,-0.0003,-0.0002,0.0,0.0
NEARUSDT,rsi_above_70,24,64,0.2812,0.43,-0.1488,-0.0131,-0.0189,0.0
NEARUSDT,rsi_above_70,12,64,0.2656,0.421,-0.1554,-0.006,-0.0205,0.0
BNBUSDT,bb_expansion,24,278,0.3741,0.439,-0.0649,-0.0023,-0.0057,0.0
NEARUSDT,bb_expansion,12,252,0.377,0.421,-0.044,0.0005,-0.0031,0.0
NEARUSDT,bb_expansion,1,252,0.4444,0.463,-0.0186,0.0005,0.0,0.0
NEARUSDT,bb_squeeze,24,295,0.3864,0.43,-0.0436,0.0022,-0.0112,0.0
NEARUSDT,bb_squeeze,4,295,0.4508,0.455,-0.0042,-0.0004,-0.001,0.0
BNBUSDT,bb_squeeze,12,263,0.4106,0.444,-0.0334,-0.0023,-0.0026,0.0
NEARUSDT,bb_mid,24,168,0.3929,0.43,-0.0371,-0.0019,-0.0129,0.0
UNIUSDT,momentum_continuation_up,24,33,0.3939,0.453,-0.0591,-0.0089,-0.0102,0.0
SOLUSDT,trend_up,4,379,0.4274,0.482,-0.0546,-0.0016,-0.0028,0.0
