symbol,condition,window_h,n_occurrences,win_rate,baseline_wr,edge_vs_base,avg_return,median_return,edge_score
INJUSDT,momentum_12h_neg,24,233,0.4678,0.437,0.0308,-0.0051,-0.0034,0.21993223846480714
DOGEUSDT,ranging_bb_upper,4,69,0.5217,0.471,0.0507,0.0081,0.0018,0.21971177943271708
WIFUSDT,ranging_bb_upper,24,47,0.4894,0.424,0.0654,0.0071,0.0056,0.2194272914379321
FLOWUSDT,bb_upper_high_volume,24,54,0.4259,0.356,0.0699,0.0426,-0.0055,0.21876694180034928
FLOWUSDT,normal_volatility,4,905,0.4685,0.453,0.0155,0.0002,-0.001,0.21845680767960177
PEPEUSDT,small_candle,4,211,0.4597,0.427,0.0327,0.0001,0.0,0.21835517245391073
BTCUSDT,momentum_continuation_up,1,32,0.5625,0.494,0.0685,0.0022,0.0012,0.21796566530075331
VETUSDT,rsi_below_40,4,283,0.5018,0.476,0.0258,0.0005,0.0003,0.21779283127465146
FLOWUSDT,momentum_12h_pos,1,215,0.4884,0.458,0.0304,0.0017,-0.0003,0.21770503273572706
CRVUSDT,small_candle,1,234,0.4957,0.467,0.0287,0.0006,0.0,0.21762498006565192
ADAUSDT,small_candle,1,253,0.4822,0.454,0.0282,0.0003,-0.0003,0.21629006689148905
AAVEUSDT,big_candle,24,240,0.45,0.419,0.031,-0.002,-0.0043,0.21611247071837386
VETUSDT,bb_squeeze,24,260,0.4423,0.412,0.0303,-0.0004,-0.0044,0.2160957580855904
SOLUSDT,big_candle,1,238,0.5,0.472,0.028,0.0004,0.0001,0.21598148068758116
NEARUSDT,strong_mom_down,4,65,0.5077,0.455,0.0527,0.0016,0.0007,0.21571207523934885
DOGEUSDT,very_high_volume,12,105,0.4762,0.432,0.0442,-0.0023,-0.0008,0.21567822959994826
SOLUSDT,ranging_bb_lower,4,56,0.5357,0.482,0.0537,-0.0016,0.0014,0.21527318958898153
DOGEUSDT,normal_volatility,12,911,0.4479,0.432,0.0159,0.0,-0.0026,0.21494996327471916
FLOWUSDT,rsi_below_30,12,71,0.4648,0.41,0.0548,-0.0001,-0.0032,0.21462279791856598
CRVUSDT,bb_lower_high_volume,12,55,0.4909,0.432,0.0589,0.0014,-0.0004,0.21443203721786888
NEARUSDT,big_candle,4,242,0.4835,0.455,0.0285,0.0011,0.0,0.2143626026972172
VETUSDT,momentum_4h_neg,12,190,0.4579,0.424,0.0339,0.0007,-0.0032,0.2139671698094336
UNIUSDT,rsi_below_30,1,92,0.5217,0.479,0.0427,-0.0011,0.0004,0.2136695451078258
FLOWUSDT,low_volume,1,419,0.4797,0.458,0.0217,0.0004,-0.0004,0.21307694615603515
PEPEUSDT,ranging_bb_upper,1,56,0.4643,0.403,0.0613,0.0012,0.0,0.21298703692566268
ADAUSDT,red_candle,1,515,0.4738,0.454,0.0198,-0.0001,-0.0004,0.2128942153461761
ETHUSDT,bb_near_lower,4,199,0.5276,0.499,0.0286,0.0002,0.0008,0.21286161762213118
ADAUSDT,bb_lower_high_volume,12,62,0.4677,0.41,0.0577,0.003,-0.0006,0.2124902599503662
WIFUSDT,momentum_4h_neg,12,297,0.4579,0.431,0.0269,0.0001,0.0,0.2122761235330759
UNIUSDT,high_volume,12,163,0.4908,0.457,0.0338,0.005,-0.0005,0.21179468464487203
BTCUSDT,high_volatility,1,78,0.5385,0.494,0.0445,0.0006,0.0013,0.2116376935800308
LDOUSDT,momentum_4h_neg,12,238,0.5042,0.477,0.0272,0.0024,0.001,0.21157299012177522
ZECUSDT,momentum_12h_neg,12,300,0.4567,0.43,0.0267,-0.0008,-0.0032,0.2112043702190606
XRPUSDT,very_high_volume,24,90,0.4667,0.419,0.0477,0.0016,-0.0041,0.2111919862104834
CRVUSDT,ranging_bb_upper,4,60,0.5167,0.464,0.0527,-0.0003,0.0004,0.21092337017145824
ADAUSDT,momentum_4h_pos,12,168,0.4464,0.41,0.0364,0.0029,-0.0036,0.2106105927576028
ADAUSDT,price_above_ema21,4,402,0.4627,0.44,0.0227,-0.0003,-0.0004,0.2105903096804034
DOGEUSDT,momentum_4h_pos,4,171,0.5029,0.471,0.0319,0.0024,0.0003,0.20978303967222206
NEARUSDT,green_candle,4,467,0.4754,0.455,0.0204,0.0017,-0.0008,0.20957901027792647
CRVUSDT,low_volume,1,372,0.4892,0.467,0.0222,0.0001,0.0,0.2094647234811323
PEPEUSDT,green_candle,4,402,0.4502,0.427,0.0232,-0.0001,0.0,0.20941438083689284
ADAUSDT,strong_mom_down,24,77,0.4545,0.402,0.0525,0.007,-0.0074,0.20938161898866028
SOLUSDT,rsi_above_70,12,68,0.4853,0.433,0.0523,0.0053,-0.0028,0.20929865454774144
VETUSDT,bb_squeeze,1,260,0.4923,0.466,0.0263,-0.0003,0.0,0.20877200314703598
ATOMUSDT,big_candle,12,242,0.4545,0.425,0.0295,-0.003,-0.0016,0.2085756407999865
BNBUSDT,momentum_4h_pos,1,107,0.5421,0.505,0.0371,0.0008,0.0004,0.20803921469700543
WIFUSDT,bb_mid,12,172,0.4651,0.431,0.0341,-0.0031,0.0,0.20800076965192507
ZECUSDT,price_below_ema21,1,566,0.5053,0.488,0.0173,-0.0005,0.0002,0.20797140076402953
LDOUSDT,price_below_ema50,12,492,0.4959,0.477,0.0189,0.0015,0.0008,0.20789232862337467
INJUSDT,momentum_4h_neg,1,213,0.5023,0.474,0.0283,-0.0001,0.0003,0.2074624084739818
OPUSDT,price_below_ema21,12,544,0.4632,0.444,0.0192,-0.0008,-0.0019,0.20742888327877193
DOGEUSDT,trend_down,1,455,0.5033,0.484,0.0193,0.0001,0.0001,0.2072000890548204
LTCUSDT,bb_squeeze,24,294,0.483,0.458,0.025,-0.0,-0.0019,0.20704312050874815
INJUSDT,high_volume,4,173,0.4798,0.447,0.0328,0.0001,-0.0003,0.20699370539070217
PEPEUSDT,momentum_4h_pos,4,214,0.4579,0.427,0.0309,0.0027,0.0,0.20698363498477215
SOLUSDT,rsi_above_70,4,68,0.5294,0.482,0.0474,0.0022,0.0018,0.2069267968055486
LDOUSDT,rsi_above_65,1,128,0.5078,0.472,0.0358,0.0002,0.0003,0.2056746220930837
OPUSDT,price_below_ema21,1,544,0.4871,0.469,0.0181,-0.0001,0.0,0.20563458276169017
ADAUSDT,high_volume,12,159,0.4465,0.41,0.0365,0.0013,-0.0015,0.2055005032899859
NEARUSDT,ranging_bb_upper,1,38,0.5263,0.463,0.0633,0.0006,0.0008,0.20536615798197078
NEARUSDT,rsi_below_30,1,38,0.5263,0.463,0.0633,0.0022,0.0008,0.20536615798197078
UNIUSDT,oversold_high_volume,1,35,0.5429,0.479,0.0639,0.0002,0.0006,0.20523655774024155
AVAXUSDT,trend_mixed,1,208,0.4712,0.441,0.0302,0.0001,0.0,0.2052314399286347
ZECUSDT,momentum_continuation_up,12,49,0.4898,0.43,0.0598,0.0012,-0.0011,0.20503028
OPUSDT,squeeze_breakout_down,24,35,0.5143,0.447,0.0673,0.0094,0.0065,0.20476966072375932
BTCUSDT,trend_down,12,369,0.4878,0.466,0.0218,0.0002,0.0001,0.20427323779749124
VETUSDT,momentum_4h_neg,4,190,0.5053,0.476,0.0293,0.0004,0.0003,0.20407683914883382
CRVUSDT,bb_near_lower,24,248,0.4677,0.44,0.0277,0.0006,-0.0031,0.20402011094021294
ZECUSDT,trend_down,1,494,0.5061,0.488,0.0181,-0.0002,0.0003,0.20360028736679475
NEARUSDT,price_above_ema21,24,425,0.4518,0.43,0.0218,0.005,-0.0048,0.20304728426029242
AAVEUSDT,small_candle,12,247,0.4818,0.455,0.0268,-0.0032,-0.0017,0.20293178072679302
ETHUSDT,red_candle,12,513,0.4893,0.471,0.0183,0.0011,-0.0003,0.202807956005871
NEARUSDT,momentum_12h_pos,24,204,0.4608,0.43,0.0308,0.0073,0.0,0.2027114455441488
OPUSDT,bb_expansion,12,233,0.4721,0.444,0.0281,0.0004,-0.0016,0.20249685421651195
AVAXUSDT,big_candle,24,241,0.4896,0.463,0.0266,0.002,0.0,0.20217691577228494
LTCUSDT,oversold_high_volume,4,33,0.5455,0.481,0.0645,-0.0008,0.0018,0.2021210005777789
NEARUSDT,bb_near_lower,4,213,0.4836,0.455,0.0286,0.0013,0.0,0.201856215691023
ETHUSDT,big_candle,24,239,0.5105,0.485,0.0255,0.0058,0.0025,0.20124953117942285
LDOUSDT,trend_mixed,4,228,0.5044,0.478,0.0264,-0.0001,0.0006,0.20106960662714987
NEARUSDT,price_above_ema50,4,457,0.4748,0.455,0.0198,0.0023,-0.0007,0.20097128092911984
PEPEUSDT,momentum_4h_pos,1,214,0.4346,0.403,0.0316,0.0005,0.0,0.20090173681273737
ADAUSDT,trend_mixed,12,192,0.4427,0.41,0.0327,0.0042,-0.0015,0.2005893582808101
INJUSDT,price_below_ema50,4,561,0.4652,0.447,0.0182,-0.0003,-0.0009,0.20053608156904235
ARPAUSDT,momentum_4h_neg,24,175,0.5429,0.515,0.0279,0.0019,0.007,0.20037478495538683
AVAXUSDT,momentum_12h_neg,1,193,0.4715,0.441,0.0305,0.0005,0.0,0.19978376390128025
ZECUSDT,high_volume,1,170,0.5176,0.488,0.0296,0.0013,0.0005,0.19976087856402716
AVAXUSDT,rsi_above_65,1,106,0.4811,0.441,0.0401,-0.0001,0.0,0.19862442919923673
WIFUSDT,strong_mom_down,4,149,0.4362,0.399,0.0372,-0.0002,0.0,0.1980713836164891
NEARUSDT,bb_upper_high_volume,12,79,0.4684,0.421,0.0474,0.0153,0.0007,0.19733711456434747
VETUSDT,squeeze_breakout_down,1,32,0.5312,0.466,0.0652,0.0001,0.0008,0.19592084772193896
BNBUSDT,big_candle,4,250,0.516,0.492,0.024,-0.0004,0.0002,0.19580823271762604
UNIUSDT,squeeze_breakout_down,4,38,0.5263,0.466,0.0603,-0.0009,0.0024,0.19563316471268308
ADAUSDT,trend_down_oversold,12,190,0.4421,0.41,0.0321,0.002,-0.0028,0.19561508730090066
ZECUSDT,ranging_bb_upper,4,56,0.4821,0.428,0.0541,0.0032,-0.0004,0.1951768974309142
FLOWUSDT,bb_lower_high_volume,1,57,0.5088,0.458,0.0508,-0.001,0.0006,0.19514087264182048
AAVEUSDT,oversold_high_volume,12,47,0.5106,0.455,0.0556,0.0053,0.0003,0.1946276464864414
INJUSDT,rsi_below_35,12,172,0.4593,0.427,0.0323,0.0057,-0.0007,0.1945643158180893
ETHUSDT,trend_down,12,391,0.491,0.471,0.02,0.0042,0.0004,0.19417792974486056
ZECUSDT,trend_down,12,494,0.4494,0.43,0.0194,-0.0022,-0.0029,0.19377523510052158
OPUSDT,trend_down_oversold,4,122,0.5,0.465,0.035,0.0007,0.0004,0.1932938178007771
ADAUSDT,rsi_below_35,1,199,0.4824,0.454,0.0284,-0.0,0.0,0.1932645399991794
AAVEUSDT,price_below_ema21,24,574,0.4373,0.419,0.0183,-0.0006,-0.0046,0.1917284288008677
NEARUSDT,bb_near_upper,1,183,0.4918,0.463,0.0288,0.0014,0.0,0.19160487605706908
ETHUSDT,rsi_above_65,1,127,0.5197,0.487,0.0327,0.0008,0.0002,0.1915147950081787
INJUSDT,high_volume,1,173,0.5029,0.474,0.0289,-0.0,0.0003,0.19116242446957327
SUIUSDT,bb_near_lower,1,219,0.516,0.491,0.025,-0.0003,0.0003,0.19090256677163878
OPUSDT,small_candle,4,245,0.4898,0.465,0.0248,0.0007,0.0,0.19013125015786334
INJUSDT,rsi_above_60,1,169,0.503,0.474,0.029,-0.0003,0.0003,0.189631
INJUSDT,bb_squeeze,1,251,0.498,0.474,0.024,0.0003,0.0,0.18935529119620606
VETUSDT,high_volume,24,164,0.4451,0.412,0.0331,0.0004,-0.0026,0.18867202559298607
PEPEUSDT,squeeze_breakout_up,24,37,0.4595,0.392,0.0675,0.0088,-0.0029,0.18866448333036215
AVAXUSDT,bb_lower_high_volume,12,64,0.5,0.453,0.047,-0.0002,0.0005,0.188
BNBUSDT,bb_near_lower,1,227,0.5286,0.505,0.0236,-0.0001,0.0003,0.1879542240263921
AAVEUSDT,momentum_4h_neg,4,238,0.4832,0.458,0.0252,-0.0017,-0.0003,0.1878520526428306
PEPEUSDT,momentum_4h_pos,12,214,0.4252,0.395,0.0302,-0.0003,-0.0057,0.18784822057252076
CRVUSDT,price_below_ema21,24,562,0.4573,0.44,0.0173,-0.0009,-0.0034,0.1875493063672169
LDOUSDT,bb_squeeze,12,309,0.4984,0.477,0.0214,-0.0015,0.0017,0.18748695112108044
DOGEUSDT,ranging_bb_lower,12,45,0.4889,0.432,0.0569,0.0028,-0.0008,0.1866115673578798
ATOMUSDT,big_candle,4,242,0.4876,0.463,0.0246,-0.0022,-0.0003,0.18659778623335058
BNBUSDT,rsi_below_40,24,252,0.4643,0.439,0.0253,0.0007,-0.0041,0.18647451025980255
ADAUSDT,price_above_ema50,1,399,0.4737,0.454,0.0197,0.0001,0.0,0.18640435675666997
XRPUSDT,oversold_high_volume,4,44,0.5227,0.469,0.0537,0.0005,0.0003,0.18618861614847565
VETUSDT,low_volume,24,366,0.4344,0.412,0.0224,-0.0016,-0.005,0.1861565739810915
ETHUSDT,bb_near_lower,12,199,0.4975,0.471,0.0265,0.0011,0.0,0.18597968047192012
ETHUSDT,big_candle,1,239,0.5105,0.487,0.0235,-0.0004,0.0001,0.185465254224174
CRVUSDT,trend_down,12,495,0.4505,0.432,0.0185,0.0004,-0.0023,0.1854253567232311
DOGEUSDT,momentum_12h_pos,1,168,0.5119,0.484,0.0279,0.0003,0.0003,0.1851160069241361
LDOUSDT,high_volume,24,179,0.5196,0.493,0.0266,0.0037,0.0028,0.1849171939346863
AVAXUSDT,price_below_ema21,12,534,0.47,0.453,0.017,-0.0004,-0.0011,0.18463643573249566
UNIUSDT,strong_mom_down,1,85,0.5176,0.479,0.0386,0.0001,0.0003,0.1842005977482592
AVAXUSDT,bb_near_upper,1,194,0.4691,0.441,0.0281,0.0009,0.0,0.18359997503724068
SOLUSDT,green_candle,24,472,0.4767,0.459,0.0177,-0.0002,-0.001,0.18331137608949205
LDOUSDT,low_volume,1,441,0.4898,0.472,0.0178,0.0001,0.0,0.18308724
SOLUSDT,momentum_4h_neg,12,204,0.4608,0.433,0.0278,0.0004,-0.0025,0.1829668242249135
SOLUSDT,price_below_ema50,4,518,0.4981,0.482,0.0161,0.0001,0.0001,0.18251867092304774
BTCUSDT,ranging_bb_upper,4,37,0.5405,0.485,0.0555,0.0008,0.0001,0.1824691896932534
ZECUSDT,squeeze_breakout_down,1,66,0.5303,0.488,0.0423,-0.0006,0.0004,0.1822359110408884
ZECUSDT,normal_volatility,12,952,0.4433,0.43,0.0133,0.0007,-0.0039,0.181914721738729
FLOWUSDT,rsi_below_40,12,264,0.4356,0.41,0.0256,-0.0088,-0.0041,0.18118815380784253
AVAXUSDT,high_volume,24,171,0.4912,0.463,0.0282,0.0022,0.0,0.18113631222628335
ETHUSDT,red_candle,1,513,0.5029,0.487,0.0159,-0.0002,0.0,0.1811079198786384
ARPAUSDT,rsi_below_35,24,91,0.5495,0.515,0.0345,0.0052,0.0041,0.18084540895662102
VETUSDT,bb_lower_high_volume,12,68,0.4706,0.424,0.0466,0.0042,-0.0014,0.18083908289114056
BNBUSDT,rsi_below_40,12,252,0.4683,0.444,0.0243,-0.0002,-0.0013,0.18064697842205166
SOLUSDT,momentum_12h_pos,4,183,0.5082,0.482,0.0262,0.0023,0.0004,0.18011981693662915
NEARUSDT,bb_near_upper,24,183,0.459,0.43,0.029,0.0081,-0.0007,0.18006787037947664
BTCUSDT,very_high_volume,12,77,0.5065,0.466,0.0405,0.0025,0.0002,0.18000303821967142
BTCUSDT,very_high_volume,24,77,0.5065,0.466,0.0405,0.002,0.0009,0.18000303821967142
ADAUSDT,rsi_below_35,4,199,0.4673,0.44,0.0273,0.0007,-0.0004,0.1799637218460318
UNIUSDT,price_above_ema50,4,474,0.4831,0.466,0.0171,0.0003,-0.0008,0.17985491838792564
UNIUSDT,big_candle,24,241,0.4772,0.453,0.0242,0.0023,-0.0008,0.17927689519433787
LTCUSDT,bb_lower_high_volume,4,61,0.5246,0.481,0.0436,-0.0006,0.0011,0.1786404043271555
INJUSDT,very_high_volume,1,86,0.5116,0.474,0.0376,-0.0003,0.0003,0.17838880915831465
ZECUSDT,rsi_below_40,1,267,0.5094,0.488,0.0214,-0.0009,0.0003,0.17812642211439378
SOLUSDT,ranging_bb_upper,1,58,0.5172,0.472,0.0452,0.0013,0.0005,0.17803727883594717
SOLUSDT,bb_upper_high_volume,1,56,0.5179,0.472,0.0459,0.0006,0.0004,0.1778904403040186
WIFUSDT,momentum_12h_neg,24,270,0.4481,0.424,0.0241,-0.0036,-0.005,0.17744912760706094
ATOMUSDT,green_candle,4,456,0.4803,0.463,0.0173,-0.001,0.0,0.1774357436819921
LTCUSDT,bb_near_lower,24,209,0.4833,0.458,0.0253,-0.0023,-0.0024,0.17677077231635582
SUIUSDT,momentum_12h_pos,1,186,0.5161,0.491,0.0251,0.0003,0.0003,0.17667050590274144
NEARUSDT,small_candle,24,235,0.4553,0.43,0.0253,0.0034,-0.0031,0.17658430590118562
FLOWUSDT,momentum_12h_neg,1,341,0.478,0.458,0.02,-0.0003,-0.0005,0.17653673158864133
SOLUSDT,momentum_12h_neg,1,195,0.4974,0.472,0.0254,0.0002,0.0,0.17642365014337505
LDOUSDT,squeeze_breakout_up,1,48,0.5208,0.472,0.0488,0.001,0.0008,0.17608056222558127
SOLUSDT,bb_mid,24,160,0.4875,0.459,0.0285,0.0014,0.0006,0.1757435809638577
AAVEUSDT,rsi_below_30,12,83,0.494,0.455,0.039,0.0045,-0.0004,0.17552161333579405
FLOWUSDT,oversold_high_volume,1,39,0.5128,0.458,0.0548,-0.0028,0.0005,0.1754934365521127
BTCUSDT,bb_expansion,4,297,0.5051,0.485,0.0201,0.0007,0.0,0.1749651891438114
LTCUSDT,bb_squeeze,12,294,0.483,0.462,0.021,-0.0015,-0.001,0.17391622122734846
CRVUSDT,squeeze_breakout_up,4,59,0.5085,0.464,0.0445,0.0005,0.0004,0.1738108862692078
INJUSDT,trend_down_oversold,12,162,0.4568,0.427,0.0298,0.0037,-0.0007,0.1732606209693224
ETHUSDT,big_candle,12,239,0.4937,0.471,0.0227,0.0047,-0.0003,0.17325586091547931
ATOMUSDT,rsi_below_35,4,184,0.4891,0.463,0.0261,0.0002,-0.0003,0.1731598024457709
ZECUSDT,very_high_volume,12,94,0.4681,0.43,0.0381,0.0021,-0.0021,0.17291295932375172
CRVUSDT,small_candle,4,234,0.4872,0.464,0.0232,0.0011,0.0,0.17290326456875937
VETUSDT,rsi_30_50,12,519,0.4412,0.424,0.0172,-0.0003,-0.0032,0.17288114474615907
SOLUSDT,bb_mid,12,160,0.4625,0.433,0.0295,0.0007,-0.0032,0.17258130330368932
AVAXUSDT,high_volatility,1,66,0.4848,0.441,0.0438,0.0008,0.0,0.1725077812532571
XRPUSDT,bb_near_lower,1,231,0.4978,0.475,0.0228,0.0,0.0,0.17250263335356247
CRVUSDT,price_below_ema50,12,594,0.4478,0.432,0.0158,0.0001,-0.0022,0.17243856444604963
AAVEUSDT,rsi_above_60,1,176,0.5057,0.48,0.0257,-0.0001,0.0002,0.17241792368642422
AAVEUSDT,strong_mom_down,24,119,0.4538,0.419,0.0348,0.0036,-0.0026,0.17227299980523467
ZECUSDT,bb_near_upper,4,182,0.456,0.428,0.028,0.0022,-0.0016,0.17224973720734674
INJUSDT,red_candle,4,507,0.4635,0.447,0.0165,-0.001,-0.0009,0.17220179032660346
BNBUSDT,small_candle,1,255,0.5255,0.505,0.0205,0.0004,0.0002,0.17202702216058235
ARPAUSDT,ranging_bb_lower,24,52,0.5577,0.515,0.0427,0.0042,0.007,0.17172368181626319
PEPEUSDT,bb_expansion,1,233,0.4292,0.403,0.0262,0.0004,0.0,0.1716480860137182
AVAXUSDT,price_above_ema50,1,498,0.4578,0.441,0.0168,0.0003,0.0,0.1716325841681491
ADAUSDT,small_candle,12,253,0.4348,0.41,0.0248,-0.0019,-0.0049,0.171514750868037
BNBUSDT,high_volume,1,166,0.5301,0.505,0.0251,-0.0002,0.0004,0.17142950444942845
PEPEUSDT,red_candle,24,437,0.4119,0.392,0.0199,-0.0029,-0.009,0.17135058317658478
INJUSDT,ranging_bb_upper,1,62,0.5161,0.474,0.0421,0.0003,0.0009,0.17108494702503257
ATOMUSDT,price_above_ema50,1,367,0.4796,0.461,0.0186,-0.0,0.0,0.17089334507783266
BTCUSDT,price_below_ema21,12,517,0.4816,0.466,0.0156,-0.0009,-0.0009,0.17082693475019445
XRPUSDT,price_below_ema50,4,602,0.4834,0.469,0.0144,0.0002,-0.0001,0.17079194477844437
BNBUSDT,bb_upper_high_volume,12,55,0.4909,0.444,0.0469,-0.0022,-0.0005,0.17074469517008573
SOLUSDT,rsi_above_60,12,216,0.4583,0.433,0.0253,0.0013,-0.0029,0.17041085443604115
INJUSDT,squeeze_breakout_down,1,36,0.5278,0.474,0.0538,0.0003,0.0003,0.17037384000000003
NEARUSDT,trend_up,4,378,0.4735,0.455,0.0185,0.0022,-0.0007,0.17030900499863474
ATOMUSDT,green_candle,12,456,0.443,0.425,0.018,-0.004,-0.0018,0.17027804396339535
ATOMUSDT,trend_up,24,291,0.433,0.41,0.023,-0.0062,-0.0041,0.16988781348584128
OPUSDT,momentum_4h_neg,1,236,0.4915,0.469,0.0225,-0.0,0.0,0.16988774107848392
ATOMUSDT,trend_down_oversold,4,180,0.4889,0.463,0.0259,0.0002,-0.0003,0.1698853987546252
ZECUSDT,trend_down_oversold,12,141,0.461,0.43,0.031,-0.0015,-0.002,0.16969622276585888
BTCUSDT,rsi_above_70,1,54,0.537,0.494,0.043,0.0002,0.0009,0.16968350295181908
UNIUSDT,green_candle,4,475,0.4821,0.466,0.0161,0.0003,-0.0008,0.16916472704481716
WIFUSDT,bb_expansion,1,239,0.3891,0.361,0.0281,-0.0002,0.0,0.16903105464091472
ETHUSDT,rsi_below_35,4,170,0.5235,0.499,0.0245,-0.0006,0.0003,0.16722732049705577
INJUSDT,rsi_below_40,4,295,0.4678,0.447,0.0208,0.0006,-0.0008,0.16712236021846985
WIFUSDT,rsi_30_50,12,464,0.4483,0.431,0.0173,0.0001,0.0,0.16706052130625715
BNBUSDT,very_high_volume,24,86,0.4767,0.439,0.0377,0.002,-0.0023,0.16666166941746563
ARPAUSDT,normal_volatility,24,877,0.5257,0.515,0.0107,0.0004,0.002,0.1665794989264516
AVAXUSDT,bb_near_lower,4,225,0.4667,0.443,0.0237,-0.0004,-0.0011,0.16591184999999997
PEPEUSDT,price_below_ema50,4,652,0.4417,0.427,0.0147,-0.0006,0.0,0.1657938939748542
ARPAUSDT,low_volatility,4,54,0.5185,0.475,0.0435,0.0015,0.0031,0.16574288632811665
OPUSDT,price_below_ema21,4,544,0.4798,0.465,0.0148,-0.0003,0.0,0.1656232905734891
FLOWUSDT,bb_expansion,24,237,0.384,0.356,0.028,0.0114,-0.0159,0.1655249360307987
ADAUSDT,small_candle,4,253,0.4625,0.44,0.0225,0.001,-0.0004,0.16552153902985708
AAVEUSDT,bb_upper_high_volume,12,54,0.5,0.455,0.045,0.0014,0.0035,0.1653405576378645
AVAXUSDT,rsi_below_40,24,275,0.4836,0.463,0.0206,0.0027,-0.0011,0.16520373410743475
SOLUSDT,momentum_4h_neg,4,204,0.5049,0.482,0.0229,0.0006,0.0001,0.16514139038156486
VETUSDT,bb_lower_high_volume,24,68,0.4559,0.412,0.0439,0.0007,-0.0039,0.16503975444433625
CRVUSDT,squeeze_breakout_down,4,49,0.5102,0.464,0.0462,0.0001,0.0004,0.16499867999999998
OPUSDT,trend_down_oversold,12,122,0.4754,0.444,0.0314,0.0036,-0.0026,0.16488028930572385
PEPEUSDT,price_below_ema21,12,603,0.4113,0.395,0.0163,-0.002,-0.003,0.16462848059897864
INJUSDT,very_high_volume,12,86,0.4651,0.427,0.0381,0.0008,-0.0007,0.1643313945619175
SUIUSDT,red_candle,24,503,0.4493,0.433,0.0163,0.0003,-0.0036,0.16425099742623875
NEARUSDT,strong_mom_up,24,110,0.4636,0.43,0.0336,0.0036,0.0,0.16337253475592525
VETUSDT,low_volume,1,366,0.4836,0.466,0.0176,-0.0002,0.0,0.1628319045892223
VETUSDT,ranging_bb_upper,1,55,0.5091,0.466,0.0431,0.001,0.0001,0.16272778460553533
ADAUSDT,rsi_above_70,1,50,0.5,0.454,0.046,0.0003,0.0004,0.16263455967290594
SUIUSDT,rsi_30_50,4,481,0.4823,0.467,0.0153,-0.0002,-0.0002,0.1618382713451429
PEPEUSDT,momentum_12h_pos,1,181,0.4309,0.403,0.0279,0.0004,0.0,0.16174094819256532
ZECUSDT,small_candle,1,258,0.5078,0.488,0.0198,0.0006,0.0002,0.16149821992241525
ADAUSDT,price_below_ema21,12,597,0.4255,0.41,0.0155,-0.0003,-0.0046,0.16114559122052485
ETHUSDT,bb_near_lower,24,199,0.5075,0.485,0.0225,0.0018,0.0015,0.1610812914678098
NEARUSDT,high_volume,4,177,0.4802,0.455,0.0252,0.0027,0.0,0.1609938661174493
NEARUSDT,bb_expansion,24,252,0.4524,0.43,0.0224,0.0012,-0.0023,0.16086845283608345
DOGEUSDT,green_candle,12,484,0.4483,0.432,0.0163,-0.0,-0.0028,0.16076037999999995
CRVUSDT,rsi_below_35,24,187,0.4652,0.44,0.0252,0.0003,-0.0014,0.16031016093616524
XRPUSDT,bb_lower_high_volume,4,67,0.5075,0.469,0.0385,0.0007,0.0003,0.15993156147142285
ZECUSDT,bb_near_lower,1,228,0.5088,0.488,0.0208,-0.0012,0.0003,0.1598003996436955
OPUSDT,small_candle,1,245,0.4898,0.469,0.0208,0.0006,0.0,0.1594649194872402
ATOMUSDT,momentum_4h_neg,12,200,0.45,0.425,0.025,-0.0026,-0.0027,0.1590990257669732
ETHUSDT,rsi_below_30,24,69,0.5217,0.485,0.0367,0.0015,0.0025,0.15904186006273605
ETHUSDT,momentum_4h_neg,24,177,0.5085,0.485,0.0235,0.0034,0.0015,0.1589810835793444
ATOMUSDT,bb_expansion,1,249,0.4819,0.461,0.0209,-0.0003,0.0,0.15892890309412222
VETUSDT,momentum_12h_neg,12,189,0.4497,0.424,0.0257,-0.0001,-0.0034,0.15888646876066856
LDOUSDT,squeeze_breakout_down,12,42,0.5238,0.477,0.0468,0.0024,0.0034,0.15886784056225858
XRPUSDT,bb_expansion,12,279,0.4444,0.423,0.0214,0.0003,-0.0024,0.1588509897984347
FLOWUSDT,rsi_above_70,24,59,0.4068,0.356,0.0508,0.0374,-0.0248,0.15873425658383383
ARPAUSDT,trend_down,1,354,0.4661,0.448,0.0181,0.0004,0.0,0.15873010692867123
PEPEUSDT,squeeze_breakout_up,1,37,0.4595,0.403,0.0565,0.001,0.0,0.1579191601209698
BTCUSDT,high_volume,4,165,0.5091,0.485,0.0241,0.0007,0.0001,0.15760214052974186
AAVEUSDT,oversold_high_volume,24,47,0.4681,0.419,0.0491,0.0028,-0.0019,0.15756837719578348
LTCUSDT,rsi_below_35,12,118,0.4915,0.462,0.0295,0.0006,-0.0003,0.1575021700370347
BNBUSDT,bb_squeeze,24,263,0.4601,0.439,0.0211,-0.0026,-0.0031,0.15743908707834375
BNBUSDT,price_below_ema21,12,545,0.4587,0.444,0.0147,-0.001,-0.0014,0.15741435203276255
AAVEUSDT,ranging_bb_upper,24,56,0.4643,0.419,0.0453,-0.0036,-0.0002,0.15739498813593017
AAVEUSDT,big_candle,4,240,0.4792,0.458,0.0212,-0.001,-0.0003,0.15738317093382
LTCUSDT,high_volume,12,160,0.4875,0.462,0.0255,0.0012,-0.0003,0.15724425665187264
FLOWUSDT,bb_near_lower,12,240,0.4333,0.41,0.0233,-0.0063,-0.0042,0.156404855340568
